"","site_code","plot","block","nutyr","year.x","Treatment","after_n_treatment_yrs","pct_C_post","pct_N_post","ppm_P_post","ppm_K_post","ppm_Ca_post","ppm_Mg_post","ppm_S_post","ppm_Na_post","ppm_Zn_post","ppm_Mn_post","ppm_Fe_post","ppm_Cu_post","ppm_B_post","OrganicMatter_post","pH_post","pct_C_rerun_01","pct_C_rerun","pct_N_rerun_01","pct_N_rerun","pH_add_01","pH_add","pct_C_num","pct_N_num","ppm_P_num","ppm_K_num","ppm_Ca_num","ppm_Mg_num","ppm_S_num","ppm_Na_num","ppm_Zn_num","ppm_Mn_num","ppm_Fe_num","ppm_Cu_num","ppm_B_num","OrganicMatter_num","pH_num","pct_C_numu","pct_N_numu","pct_C_smith","pct_N_smith","pH_smith","year.y","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT","MAT_RANGE","ISO","TEMP_VAR","MAX_TEMP","MIN_TEMP","ANN_TEMP_RANGE","TEMP_WET_Q","TEMP_DRY_Q","TEMP_WARM_Q","TEMP_COLD_Q","MAP","MAP_WET_M","MAP_DRY_M","MAP_VAR","MAP_WET_Q","MAP_DRY_Q","MAP_WARM_Q","MAP_COLD_Q","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt.x","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C_pre","pct_N_pre","ppm_P_pre","ppm_K_pre","ppm_Ca_pre","ppm_Mg_pre","ppm_S_pre","ppm_Na_pre","ppm_Zn_pre","ppm_Mn_pre","ppm_Fe_pre","ppm_Cu_pre","ppm_B_pre","pH_pre","PercentSand.raw","PercentSilt.raw","PercentClay.raw","Classification","rich.vegan","shan","simpson","even","PercentSand.mean","PercentSilt.mean","PercentClay.mean","siteblock","PercentSiltClay","Sample_ID","trt.y","Rootsgperm2","percroots","totalbiomass","Light","gramminoidfraction","perennialfraction","lnroots","bulk_den","bulk_den_cm2","blockU","mgC_gsoil_post","mgC_cm3_post","soil_gCm2","controlsoilC","soil_gCm2_ln","mgC_cm3_post_ln","live_mass_ln"
"43","bogong.au",13,2,2012,2012,"P",3,"4.549","0.314","286","226","444","91","24","31","3.9","63","479","1.3","0.4","12.2","4.7",0,NA,0,NA,0,NA,4.549,0.314,286,226,444,91,24,31,3.9,63,479,1.3,0.4,12.2,4.7,4.549,0.314,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","0","1","0","0","P",2010,2010,3,2.01,105.07,0.01,107.1,2,13,1,17,36,40,34,3,2.3529,89.2,683.45,772.65,NA,0.591214702,2231,1319,10.421,0.672,38,144,264,66,38,23,3.2,56,351,1.9,0.3,4.4,NA,NA,NA,NA,17,0.97743777,1.745610752,0.344992647,63.6,19.1,17.2,"bogong.au.2",36.4,793,"P",529.0532427,0.436331404,1212.503243,0.741290293,0.464741769,0.849804789,6.271089075,0.802472857142857,8.02472857142857,"bogong.au.2",45.49,36.5044902714286,3650.44902714286,4714.21087298503,8.20260546014509,3.597435274157,6.52715350059866
"44","bogong.au",14,2,2012,2012,"NP",3,"7.15","0.513","197","165","332","69","20","22","4.2","52","373","1.5","0.2","10.9","4.7",0,NA,0,NA,0,NA,7.15,0.513,197,165,332,69,20,22,4.2,52,373,1.5,0.2,10.9,4.7,7.15,0.513,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","1","1","0","0","NP",2010,2010,3,1.01,99.07,0,100.09,2,13,0,16,36,40,34,3,2.5,72.45,938.75,1011.2,NA,0.41725719,2399,1001,7.856,0.528,40,197,418,98,38,36,5.3,60,296,2.5,0.3,4.6,NA,NA,NA,NA,16,0.65634187,1.372431529,0.23672529,63.6,19.1,17.2,"bogong.au.2",36.4,794,"NP",541.5274124,0.365828329,1480.277412,0.741290293,0.464741769,0.849804789,6.294393688,0.739542759183673,7.39542759183673,"bogong.au.2",71.5,52.8773072816327,5287.73072816327,4714.21087298503,8.57314445893455,3.96797427294646,6.84454920307834
"45","bogong.au",11,2,2012,2012,"Control",3,"4.763","0.305","71","238","356","100","39","21","7.5","144","350","1.5","0.3","14.4","4.7",0,NA,0,NA,0,NA,4.763,0.305,71,238,356,100,39,21,7.5,144,350,1.5,0.3,14.4,4.7,4.763,0.305,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","0","0","0","0","Control",2010,2010,3,0.02,93.07,0.01,93.1,2,18,1,21,36,40,34,3,1.9048,41.05,715.6,756.65,NA,0.639458752,2291,1465,13.184,0.789,44,205,217,71,33,20,3.1,71,312,1.8,0.3,4.5,63.6,19.1,17.2,"Sandy Loam",21,1.565982512,3.168462614,0.514360641,63.6,19.1,17.2,"bogong.au.2",36.4,791,"Control",376.6698079,0.344850517,1092.269808,0.741290293,0.464741769,0.849804789,5.931368962,0.603552195918367,6.03552195918367,"bogong.au.2",47.63,28.7471910915918,2874.71910915918,4714.21087298503,7.96371024729636,3.35854006130827,6.57312135163456
"46","bogong.au",1,1,2012,2012,"N",3,"6.9","0.497","52","275","296","103","19","22","4.3","89","370","1.7","0.3","12.8","5.4",0,NA,0,NA,0,NA,6.9,0.497,52,275,296,103,19,22,4.3,89,370,1.7,0.3,12.8,5.4,6.9,0.497,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","1","0","0","0","N",2010,2010,3,2.01,83.09,0,85.1,2,15,0,17,36,40,34,3,2.3529,76.75,993,1069.75,NA,0.807255245,2288,1847,7.348,0.508,71,211,290,86,35,22,3.6,59,377,1.9,0.3,4.4,NA,NA,NA,NA,17,1.602219007,3.997959416,0.56551301,63.8,17,19.1,"bogong.au.1",36.2,781,"N",753.3460459,0.431384174,1746.346046,0.741290293,0.464741769,0.849804789,6.624524679,0.774167755102041,7.74167755102041,"bogong.au.1",69,53.4175751020408,5341.75751020408,4714.21087298503,8.58330999956662,3.97813981357853,6.90073066404517
"48","bogong.au",3,1,2012,2012,"Control",3,"7.152","0.512","67","292","261","104","32","24","4.9","73","423","1.6","0.3","10.7","4.7",0,NA,0,NA,0,NA,7.152,0.512,67,292,261,104,32,24,4.9,73,423,1.6,0.3,10.7,4.7,7.152,0.512,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","0","0","0","0","Control",2010,2010,3,1.01,83.06,0,84.07,2,15,0,17,36,40,34,3,2.3529,92.65,419.8,512.45,NA,0.79656539,2271,1809,8.522,0.542,52,203,227,79,43,20,3,41,377,1.8,0.3,4.4,63.8,17,19.1,"Sandy Loam",17,1.518074079,3.257033465,0.535813543,63.8,17,19.1,"bogong.au.1",36.2,783,"Control",245.6226847,0.3691228,665.4226847,0.741290293,0.464741769,0.849804789,5.503796556,0.755686530612245,7.55686530612245,"bogong.au.1",71.52,54.0467006693878,5404.67006693878,4714.21087298503,8.59501868601567,3.98984850002758,6.03977840738653
"52","bogong.au",8,1,2012,2012,"NP",3,"8.347","0.608","123","199","317","76","28","22","3.8","55","392","1.5","0.3","13.9","4.5",0,NA,0,NA,0,NA,8.347,0.608,123,199,317,76,28,22,3.8,55,392,1.5,0.3,13.9,4.5,8.347,0.608,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","1","1","0","0","NP",2010,2010,3,3.01,102.05,0,105.06,2,10,0,12,36,40,34,3,3.3333,29.05,1145.8,1174.85,NA,0.419001751,2284,957,9.212,0.646,49,241,223,84,38,21,3.3,46,339,2,0.3,4.4,NA,NA,NA,NA,12,0.836390722,1.658542841,0.336588387,63.8,17,19.1,"bogong.au.1",36.2,788,"NP",416.9729979,0.266816101,1562.772998,0.741290293,0.464741769,0.849804789,6.033021466,0.675070285714286,6.75070285714286,"bogong.au.1",83.47,56.3481167485714,5634.81167485714,4714.21087298503,8.63671900530442,4.03154881931633,7.04385836197448
"53","bogong.au",25,3,2012,2012,"NP",3,"9.481","0.666","217","165","332","67","34","23","3.7","51","391","1.3","0.6","12.1","4.8",0,NA,0,NA,0,NA,9.481,0.666,217,165,332,67,34,23,3.7,51,391,1.3,0.6,12.1,4.8,9.481,0.666,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","1","1","0","0","NP",2010,2010,3,7.01,94.08,0,101.09,2,18,0,20,36,40,34,3,2,45.15,826.45,871.6,NA,0.336131248,2621,881,7.839,0.516,36,197,569,68,40,22,2.9,40,301,2,0.3,4.4,NA,NA,NA,NA,20,1.320346906,2.278525318,0.440742625,63.7,18.05,18.15,"bogong.au.3",36.3,805,"NP",851.5639049,0.507483223,1678.013905,0.741290293,0.464741769,0.849804789,6.747074547,0.731684440816327,7.31684440816327,"bogong.au.3",94.81,69.3710018337959,6937.10018337959,4714.21087298503,8.84463912516938,4.23946893918129,6.71713941936336
"54","bogong.au",27,3,2012,2012,"P",3,"9.093","0.609","160","156","682","90","26","19","4.6","55","361","1.5","0.5","13.6","4.6",0,NA,0,NA,0,NA,9.093,0.609,160,156,682,90,26,19,4.6,55,361,1.5,0.5,13.6,4.6,9.093,0.609,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","0","1","0","0","P",2010,2010,3,0.02,96.11,0.01,96.14,2,19,1,22,36,40,34,3,1.8182,76.7,558.95,635.65,NA,0.866746699,2499,2166,6.966,0.465,45,182,405,68,40,20,3.1,60,290,2,0.3,4.4,NA,NA,NA,NA,22,1.286954031,2.501617122,0.416349517,63.7,18.05,18.15,"bogong.au.3",36.3,807,"P",257.5202984,0.315406818,816.4702984,0.741290293,0.464741769,0.849804789,5.551098546,0.713811502040816,7.13811502040816,"bogong.au.3",90.93,64.9068798805714,6490.68798805714,4714.21087298503,8.77812381148455,4.17295362549646,6.32606002371633
"57","bogong.au",19,2,2012,2012,"N",3,"9.407","0.697","52","195","206","69","33","21","3","49","406","1.4","0.2","12.7","4.4",0,NA,0,NA,0,NA,9.407,0.697,52,195,206,69,33,21,3,49,406,1.4,0.2,12.7,4.4,9.407,0.697,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","1","0","0","0","N",2010,2010,3,13,93.05,0,106.05,2,12,0,14,36,40,34,3,2.8571,47.05,811,858.05,NA,0.501543891,2267,1137,7.749,0.513,37,160,364,65,36,23,3.1,52,316,1.8,0.3,4.4,NA,NA,NA,NA,14,0.959242384,1.707652846,0.363479176,63.6,19.1,17.2,"bogong.au.2",36.4,799,"N",629.8594416,0.437141489,1440.859442,0.741290293,0.464741769,0.849804789,6.445496686,0.720289028571429,7.20289028571429,"bogong.au.2",94.07,67.7575889177143,6775.75889177143,4714.21087298503,8.82110665302045,4.21593646703236,6.69826805411541
"63","bogong.au",21,3,2012,2012,"Control",3,"7.9","0.542","33","130","167","58","21","21","7.4","41","313","1.9","0.2","12.8","4.4",0,NA,0,NA,0,NA,7.9,0.542,33,130,167,58,21,21,7.4,41,313,1.9,0.2,12.8,4.4,7.9,0.542,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","0","0","0","0","Control",2010,2010,3,0.02,97.12,0,97.14,2,18,0,20,36,40,34,3,2,37.9,584.25,622.15,NA,0.644444444,2295,1479,14.329,0.834,32,172,519,65,34,20,2.8,52,288,2.1,0.3,4.4,NA,NA,NA,NA,20,1.041475258,2.04160014,0.347652982,63.7,18.05,18.15,"bogong.au.3",36.3,801,"Control",393.6178903,0.402526654,977.8678903,0.741290293,0.464741769,0.849804789,5.975380617,0.742182714285714,7.42182714285714,"bogong.au.3",79,58.6324344285714,5863.24344285714,4714.21087298503,8.67645821799495,4.07128803200685,6.37032897341897
"64","bogong.au",22,3,2012,2012,"N",3,"8.496","0.559","48","157","230","69","16","27","3.5","60","381","1.5","0.3","14.7","4.5",0,NA,0,NA,0,NA,8.496,0.559,48,157,230,69,16,27,3.5,60,381,1.5,0.3,14.7,4.5,8.496,0.559,NA,NA,NA,2012,"Bogong","Australia","AU","Australia",0,0,0,0,"ALPINE GRASSLAND",1760,-36.874,147.254,759,5.7,9.8,0.41,47.59,19.3,-4.1,23.4,0.2,11.7,11.7,-0.4,1592,176,68,26,510,247,247,487,1.9159,833,5.1493,"Experimental (Full Factorial)","1","0","0","0","N",2010,2010,3,1.01,105.08,0.01,106.1,2,15,1,18,36,40,34,3,2.2222,55.25,1055.45,1110.7,NA,0.584782609,2300,1345,11.529,0.75,57,157,392,82,35,23,3,58,342,2.3,0.3,4.5,NA,NA,NA,NA,18,0.985870782,1.860344864,0.341087882,63.7,18.05,18.15,"bogong.au.3",36.3,802,"N",1075.110355,0.504613893,2130.560355,0.741290293,0.464741769,0.849804789,6.980178591,0.733480228571429,7.33480228571428,"bogong.au.3",84.96,62.3164802194286,6231.64802194286,4714.21087298503,8.73739610680648,4.13222592081839,6.96172249525208
"65","burrawan.au",1,1,2012,2012,"Control",4,"1.292","0.08","8","55","359","71","6","89","2.7","18","706","1","0.5","2.2","5.9",0,NA,0,NA,0,NA,1.292,0.08,8,55,359,71,6,89,2.7,18,706,1,0.5,2.2,5.9,1.292,0.08,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,4,101,36,6,143,2,6,1,9,22,38,31,5,4.2222,53.55,235.0975,288.6475,NA,0.753363815,1913.75,1441.75,1.762,0.111,35,70,1006,217,31,19,10.4,22,284,2.6,0.5,4.9,83.5,7.1,9.3,"Loamy Sand",9,1.11876447,2.19028063,0.509171653,83.5,7.1,9.3,"burrawan.au.1",16.5,871,"Control",187.2528987,0.443359114,422.3503987,0.676422857,0.57712152,0.571665176,5.232460103,0.958561632653061,9.58561632653061,"burrawan.au.1",12.92,12.3846162938776,1238.46162938776,1454.57465283537,7.1216252669297,2.51645508094161,5.46000032171662
"67","burrawan.au",15,2,2012,2012,"P",4,"1.334","0.055","92","36","799","111","8","41","2.2","42","467","1","0.5","2.6","5.9",0,NA,0,NA,0,NA,1.334,0.055,92,36,799,111,8,41,2.2,42,467,1,0.5,2.6,5.9,1.334,0.055,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,4,145,45,0,190,1,7,0,8,22,38,31,5,4.75,29.95,133.2,163.15,NA,0.618747078,2139,1323.5,0.845,0.061,22,116,442,95,17,35,1.3,32,208,2.8,0.4,5.7,NA,NA,NA,NA,8,0.934946414,1.797919762,0.449614185,79.5,9.1,11.3,"burrawan.au.2",20.5,885,"P",24.03563753,0.152863803,157.2356375,0.676422857,0.57712152,0.571665176,3.179537626,0.83805372244898,8.3805372244898,"burrawan.au.2",13.34,11.1796366574694,1117.96366574694,1454.57465283537,7.01926415385503,2.41409396786694,4.89185175810629
"69","burrawan.au",17,2,2012,2012,"N",4,"2.037","0.13","13","56","642","89","5","54","2.7","63","594","1.1","0.5","3.7","4.9",0,NA,0,NA,0,NA,2.037,0.13,13,56,642,89,5,54,2.7,63,594,1.1,0.5,3.7,4.9,2.037,0.13,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,4,125,14,0,139,1,8,0,9,22,38,31,5,4.2222,147.1,50.25,197.35,NA,0.812303829,1991.25,1617.5,1.718,0.102,14,55,756,131,16,33,1.2,18,117,2.1,0.4,5.8,NA,NA,NA,NA,9,0.715463057,1.392764858,0.32562127,79.5,9.1,11.3,"burrawan.au.2",20.5,887,"N",22.60152546,0.310240936,72.85152546,0.676422857,0.57712152,0.571665176,3.118017402,0.878731036734694,8.78731036734694,"burrawan.au.2",20.37,17.8997512182857,1789.97512182857,1454.57465283537,7.48995700031842,2.88478681433033,3.91701054693918
"73","burrawan.au",4,1,2012,2012,"N",4,"0.999","0.05","8","43","621","99","11","118","4.4","52","480","1","0.5","3.1","5.8",0,NA,0,NA,0,NA,0.999,0.05,8,43,621,99,11,118,4.4,52,480,1,0.5,3.1,5.8,0.999,0.05,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,4,114,53,4,171,1,8,1,10,22,38,31,5,3.8,115.35,133.55,248.9,NA,0.730973665,2069.5,1512.75,0.663,0.051,16,48,781,115,16,53,1.1,27,144,2.3,0.3,5.4,NA,NA,NA,NA,10,1.098790383,2.126718388,0.4771986,83.5,7.1,9.3,"burrawan.au.1",16.5,874,"N",23.88420519,0.151709123,157.4342052,0.676422857,0.57712152,0.571665176,3.17321737,0.7863924,7.863924,"burrawan.au.1",9.99,7.856060076,785.6060076,1454.57465283537,6.66645540415969,2.0612852181716,4.89447593955597
"74","burrawan.au",6,1,2012,2012,"NP",4,"2.205","0.105","167","32","418","99","11","318","4.1","24","601","1","0.5","3.4","5.9",0,NA,0,NA,0,NA,2.205,0.105,167,32,418,99,11,318,4.1,24,601,1,0.5,3.4,5.9,2.205,0.105,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,4,23,98,0,121,3,11,0,14,22,38,31,5,2.7143,112.65,192.95,305.6,NA,0.87137032,2023.25,1763,1.29,0.088,18,114,948,140,18,29,1.6,17,134,2.9,0.5,5.9,NA,NA,NA,NA,14,1.844275982,4.694431661,0.698838923,83.5,7.1,9.3,"burrawan.au.1",16.5,876,"NP",571.6244731,0.747637403,764.5744731,0.676422857,0.57712152,0.571665176,6.34848226,0.920903865306122,9.20903865306122,"burrawan.au.1",22.05,20.30593023,2030.593023,1454.57465283537,7.61608315893095,3.01091297294286,5.26243108798363
"75","burrawan.au",8,1,2012,2012,"P",4,"0.955","0.043","146","67","404","55","10","94","3.5","19","612","1","0.4","2.1","5.7",0,NA,0,NA,0,NA,0.955,0.043,146,67,404,55,10,94,3.5,19,612,1,0.4,2.1,5.7,0.955,0.043,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,4,55,91,3,149,1,5,1,7,22,38,31,5,5.4286,7.9,97.6,105.5,NA,0.84663576,1995.25,1689.25,1.291,0.085,14,76,575,94,18,121,1.5,18,174,2.9,0.4,5.3,NA,NA,NA,NA,7,1.181744168,2.676246334,0.607296369,83.5,7.1,9.3,"burrawan.au.1",16.5,878,"P",104.3894215,0.516806379,201.9894215,0.676422857,0.57712152,0.571665176,4.648128343,1.07571826938776,10.7571826938776,"burrawan.au.1",9.55,10.2731094726531,1027.31094726531,1454.57465283537,6.93469993651247,2.32952975052438,4.58087749341905
"78","burrawan.au",11,2,2012,2012,"NP",4,"0.915","0.072","179","53","457","62","9","32","2.4","38","637","1","0.4","2.8","5.2",0,NA,0,NA,0,NA,0.915,0.072,179,53,457,62,9,32,2.4,38,637,1,0.4,2.8,5.2,0.915,0.072,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,4,110,20,0,130,1,5,0,6,22,38,31,5,6.3333,22.5,39.3,61.8,NA,0.709468379,2083.25,1478,1.065,0.07,19,80,704,136,22,69,1,36,133,2.1,0.4,5.2,79.5,9.1,11.3,"Sandy Loam",6,0.752018057,1.556034483,0.419709269,79.5,9.1,11.3,"burrawan.au.2",20.5,881,"NP",20.6012784,0.343920513,59.9012784,0.676422857,0.57712152,0.571665176,3.025353132,0.952181714285714,9.52181714285714,"burrawan.au.2",9.15,8.71246268571429,871.246268571429,1454.57465283537,6.76992467922072,2.16475449323263,3.67122451887522
"81","burrawan.au",20,2,2012,2012,"Control",4,"1.445","0.07","11","47","796","99","4","66","4.2","45","541","1.3","0.5","2.2","5.9",0,NA,0,NA,0,NA,1.445,0.07,11,47,796,99,4,66,4.2,45,541,1.3,0.5,2.2,5.9,1.445,0.07,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,4,151,21,0,172,2,8,0,10,22,38,31,5,3.8,39.2,99.1,138.3,NA,0.469195962,2154.75,1011,1.597,0.088,12,102,237,64,16,29,1.1,11,157,2.2,0.5,5.2,NA,NA,NA,NA,10,0.77179323,1.428837209,0.335185541,79.5,9.1,11.3,"burrawan.au.2",20.5,890,"Control",72.19319582,0.421459799,171.2931958,0.676422857,0.57712152,0.571665176,4.279345801,0.888783428571429,8.88783428571429,"burrawan.au.2",14.45,12.8429205428571,1284.29205428571,1454.57465283537,7.15796291499439,2.55279272900629,4.59612944133594
"82","burrawan.au",21,3,2012,2012,"N",4,"3.62","0.089","7","45","1525","191","5","56","108.3","56","415","1.3","0.8","2.9","6.9",0,NA,0,NA,0,NA,3.62,0.089,7,45,1525,191,5,56,108.3,56,415,1.3,0.8,2.9,6.9,3.62,0.089,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,4,112,53,0,165,3,7,0,10,22,38,31,5,3.8,8.2,107.75,115.95,NA,0.714496859,2029.75,1450.25,0.877,0.057,24,113,998,117,21,24,1.3,27,101,2.3,0.5,6,83.6,11,5.3,"Loamy Sand",10,1.258572491,2.329625885,0.546591088,83.6,11,5.3,"burrawan.au.3",16.4,891,"N",30.16662162,0.218730863,137.9166216,0.676422857,0.57712152,0.571665176,3.406736069,0.961781069387755,9.61781069387755,"burrawan.au.3",36.2,34.8164747118367,3481.64747118367,1454.57465283537,8.15526087200444,3.55009068601635,4.67981372898386
"84","burrawan.au",23,3,2012,2012,"P",4,"2.104","0.096","187","83","1349","212","6","40","2","50","396","1.3","0.8","2.1","6.8",0,NA,0,NA,0,NA,2.104,0.096,187,83,1349,212,6,40,2,50,396,1.3,0.8,2.1,6.8,2.104,0.096,NA,NA,NA,2012,"Burrawan","Australia","AU","Australia",0,0,0,0,"SEMIARID GRASSLAND",425,-27.734896,151.139517,-890,18.4,14.3,0.51,50.49,31.5,3.7,27.8,24.4,12.7,24.4,11.5,683,91,30,36,257,106,257,109,0.4335,1573,2.2505,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,4,101,42,0,143,2,7,0,9,22,38,31,5,4.2222,25.35,155.8,181.15,NA,0.491275325,2134.75,1048.75,1.271,0.088,19,55,669,98,18,27,1,17,89,2.2,0.5,5.8,NA,NA,NA,NA,9,1.124875347,2.141371627,0.511952833,83.6,11,5.3,"burrawan.au.3",16.4,893,"P",25.98639456,0.142950162,181.7863946,0.676422857,0.57712152,0.571665176,3.257573115,1.00655908571429,10.0655908571429,"burrawan.au.3",21.04,21.1780031634286,2117.80031634286,1454.57465283537,7.65813324236968,3.05296305638159,5.04857313343665
